freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
2800000000.0,-0.307691054368,-0.447505718877,0.691670037809,-0.474815318102,0.691670037809,-0.474815318102,-0.307691054368,-0.447505718877
2900000000.0,-0.322951098635,-0.453069908806,0.676381914215,-0.481368615173,0.676381914215,-0.481368615173,-0.322951098635,-0.453069908806
3000000000.0,-0.338068604242,-0.458014731774,0.661235309071,-0.487303818175,0.661235309071,-0.487303818175,-0.338068604242,-0.458014731774
3100000000.0,-0.353019748844,-0.462367483431,0.646254039669,-0.492648251229,0.646254039669,-0.492648251229,-0.353019748844,-0.462367483431
3200000000.0,-0.367783428276,-0.466155660808,0.631459205027,-0.497429439556,0.631459205027,-0.497429439556,-0.367783428276,-0.466155660808
3300000000.0,-0.382341116932,-0.469406751003,0.616869325515,-0.501674898192,0.616869325515,-0.501674898192,-0.382341116932,-0.469406751003
3400000000.0,-0.396676719494,-0.47214804642,0.602500491122,-0.505411947238,0.602500491122,-0.505411947238,-0.396676719494,-0.47214804642
3500000000.0,-0.410776417321,-0.474406485268,0.588366515063,-0.508667552384,0.588366515063,-0.508667552384,-0.410776417321,-0.474406485268
3600000000.0,-0.424628512369,-0.476208515778,0.574479089856,-0.511468189149,0.574479089856,-0.511468189149,-0.424628512369,-0.476208515778
3700000000.0,-0.438223271062,-0.477579982464,0.560847943453,-0.513839729152,0.560847943453,-0.513839729152,-0.438223271062,-0.477579982464
3800000000.0,-0.451552770142,-0.47854603261,0.547480993387,-0.51580734662,0.547480993387,-0.51580734662,-0.451552770142,-0.47854603261
3900000000.0,-0.46461074615,-0.479131041161,0.534384497288,-0.517395443294,0.534384497288,-0.517395443294,-0.46461074615,-0.479131041161
4000000000.0,-0.477392449854,-0.47935855219,0.521563198454,-0.518627589915,0.521563198454,-0.518627589915,-0.477392449854,-0.47935855219
4100000000.0,-0.489894506629,-0.479251235157,0.509020465472,-0.519526482497,0.509020465472,-0.519526482497,-0.489894506629,-0.479251235157
4200000000.0,-0.502114783547,-0.478830854247,0.496758425123,-0.520113911672,0.496758425123,-0.520113911672,-0.502114783547,-0.478830854247
4300000000.0,-0.514052263679,-0.47811824916,0.484778088081,-0.520410743506,0.484778088081,-0.520410743506,-0.514052263679,-0.47811824916
4400000000.0,-0.525706927944,-0.477133325843,0.473079467062,-0.520436910236,0.473079467062,-0.520436910236,-0.525706927944,-0.477133325843
4500000000.0,-0.537079644645,-0.475895055762,0.461661687288,-0.520211409558,0.461661687288,-0.520211409558,-0.537079644645,-0.475895055762
4600000000.0,-0.548172066725,-0.47442148242,0.450523089227,-0.519752311155,0.450523089227,-0.519752311155,-0.548172066725,-0.47442148242
4700000000.0,-0.558986536641,-0.472729733965,0.43966132372,-0.519076769321,0.43966132372,-0.519076769321,-0.558986536641,-0.472729733965
4800000000.0,-0.569525998678,-0.470836040832,0.429073439661,-0.518201040609,0.429073439661,-0.518201040609,-0.569525998678,-0.470836040832
4900000000.0,-0.579793918461,-0.468755757481,0.418755964493,-0.517140505584,0.418755964493,-0.517140505584,-0.579793918461,-0.468755757481
5000000000.0,-0.589794209351,-0.466503387405,0.408704977802,-0.515909693843,0.408704977802,-0.515909693843,-0.589794209351,-0.466503387405
5100000000.0,-0.599531165404,-0.464092610671,0.39891617836,-0.514522311563,0.39891617836,-0.514522311563,-0.599531165404,-0.464092610671
5200000000.0,-0.609009400519,-0.461536313365,0.389384944974,-0.512991270953,0.389384944974,-0.512991270953,-0.609009400519,-0.461536313365
5300000000.0,-0.618233793413,-0.458846618369,0.380106391512,-0.511328721053,0.380106391512,-0.511328721053,-0.618233793413,-0.458846618369
5400000000.0,-0.62720943803,-0.456034917024,0.37107541649,-0.509546079391,0.37107541649,-0.509546079391,-0.62720943803,-0.456034917024
5500000000.0,-0.635941599016,-0.453111901244,0.362286747597,-0.507654064118,0.362286747597,-0.507654064118,-0.635941599016,-0.453111901244
5600000000.0,-0.644435671875,-0.450087595761,0.353734981538,-0.505662726255,0.353734981538,-0.505662726255,-0.644435671875,-0.450087595761
5700000000.0,-0.652697147455,-0.446971390196,0.345414619543,-0.503581481777,0.345414619543,-0.503581481777,-0.652697147455,-0.446971390196
5800000000.0,-0.66073158041,-0.443772070742,0.337320098907,-0.501419143302,0.337320098907,-0.501419143302,-0.66073158041,-0.443772070742
5900000000.0,-0.668544561302,-0.440497851241,0.329445820885,-0.499183951173,0.329445820885,-0.499183951173,-0.668544561302,-0.440497851241
6000000000.0,-0.676141692033,-0.437156403514,0.321786175258,-0.496883603806,0.321786175258,-0.496883603806,-0.676141692033,-0.437156403514
6100000000.0,-0.683528564309,-0.433754886831,0.31433556187,-0.494525287156,0.31433556187,-0.494525287156,-0.683528564309,-0.433754886831
6200000000.0,-0.690710740846,-0.430299976399,0.307088409412,-0.49211570322,0.307088409412,-0.49211570322,-0.690710740846,-0.430299976399
6300000000.0,-0.697693739083,-0.426797890831,0.300039191718,-0.489661097512,0.300039191718,-0.489661097512,-0.697693739083,-0.426797890831
6400000000.0,-0.704483017131,-0.423254418531,0.293182441808,-0.487167285453,0.293182441808,-0.487167285453,-0.704483017131,-0.423254418531
6500000000.0,-0.711083961757,-0.419674942965,0.286512763901,-0.484639677651,0.286512763901,-0.484639677651,-0.711083961757,-0.419674942965
6600000000.0,-0.717501878187,-0.416064466812,0.280024843612,-0.482083304058,0.280024843612,-0.482083304058,-0.717501878187,-0.416064466812
6700000000.0,-0.723741981545,-0.412427634984,0.273713456515,-0.479502836997,0.273713456515,-0.479502836997,-0.723741981545,-0.412427634984
6800000000.0,-0.729809389744,-0.408768756526,0.267573475242,-0.476902613071,0.267573475242,-0.476902613071,-0.729809389744,-0.408768756526
6900000000.0,-0.735709117686,-0.405091825414,0.261599875287,-0.474286653963,0.261599875287,-0.474286653963,-0.735709117686,-0.405091825414
7000000000.0,-0.741446072613,-0.401400540271,0.255787739649,-0.471658686159,0.255787739649,-0.471658686159,-0.741446072613,-0.401400540271
7100000000.0,-0.747025050487,-0.397698323026,0.250132262452,-0.46902215962,0.250132262452,-0.46902215962,-0.747025050487,-0.397698323026
7200000000.0,-0.752450733277,-0.393988336561,0.244628751656,-0.466380265423,0.244628751656,-0.466380265423,-0.752450733277,-0.393988336561
7300000000.0,-0.757727687045,-0.390273501358,0.239272630967,-0.46373595243,0.239272630967,-0.46373595243,-0.757727687045,-0.390273501358
7400000000.0,-0.762860360731,-0.386556511214,0.234059441054,-0.461091942991,0.234059441054,-0.461091942991,-0.762860360731,-0.386556511214
7500000000.0,-0.767853085554,-0.382839848033,0.228984840135,-0.458450747758,0.228984840135,-0.458450747758,-0.767853085554,-0.382839848033
7600000000.0,-0.772710074953,-0.379125795754,0.224044604048,-0.455814679606,0.224044604048,-0.455814679606,-0.772710074953,-0.379125795754
7700000000.0,-0.777435424986,-0.375416453447,0.219234625838,-0.453185866744,0.219234625838,-0.453185866744,-0.777435424986,-0.375416453447
7800000000.0,-0.782033115131,-0.371713747621,0.21455091496,-0.450566265025,0.21455091496,-0.450566265025,-0.782033115131,-0.371713747621
7900000000.0,-0.786507009436,-0.368019443779,0.209989596123,-0.447957669506,0.209989596123,-0.447957669506,-0.786507009436,-0.368019443779
8000000000.0,-0.790860857954,-0.364335157261,0.205546907854,-0.445361725295,0.205546907854,-0.445361725295,-0.790860857954,-0.364335157261
8100000000.0,-0.795098298436,-0.360662363413,0.201219200801,-0.442779937732,0.201219200801,-0.442779937732,-0.795098298436,-0.360662363413
8200000000.0,-0.799222858221,-0.357002407121,0.197002935841,-0.44021368192,0.197002935841,-0.44021368192,-0.799222858221,-0.357002407121
8300000000.0,-0.803237956309,-0.353356511739,0.192894682006,-0.437664211665,0.192894682006,-0.437664211665,-0.803237956309,-0.353356511739
8400000000.0,-0.807146905562,-0.349725787448,0.188891114275,-0.435132667839,0.188891114275,-0.435132667839,-0.807146905562,-0.349725787448
8500000000.0,-0.81095291503,-0.346111239089,0.184989011248,-0.432620086214,0.184989011248,-0.432620086214,-0.81095291503,-0.346111239089
8600000000.0,-0.814659092355,-0.34251377348,0.181185252739,-0.430127404791,0.181185252739,-0.430127404791,-0.814659092355,-0.34251377348
8700000000.0,-0.818268446243,-0.338934206268,0.1774768173,-0.42765547065,0.1774768173,-0.42765547065,-0.818268446243,-0.338934206268
8800000000.0,-0.821783888987,-0.335373268332,0.173860779695,-0.425205046365,0.173860779695,-0.425205046365,-0.821783888987,-0.335373268332
8900000000.0,-0.825208239016,-0.331831611767,0.17033430835,-0.42277681599,0.17033430835,-0.42277681599,-0.825208239016,-0.331831611767
9000000000.0,-0.828544223456,-0.328309815479,0.166894662781,-0.420371390659,0.166894662781,-0.420371390659,-0.828544223456,-0.328309815479
9100000000.0,-0.831794480707,-0.324808390409,0.163539191028,-0.417989313816,0.163539191028,-0.417989313816,-0.831794480707,-0.324808390409
9200000000.0,-0.834961562994,-0.321327784413,0.160265327084,-0.4156310661,0.160265327084,-0.4156310661,-0.834961562994,-0.321327784413
9300000000.0,-0.838047938918,-0.317868386815,0.157070588355,-0.413297069905,0.157070588355,-0.413297069905,-0.838047938918,-0.317868386815
9400000000.0,-0.841055995966,-0.314430532667,0.153952573136,-0.410987693639,0.153952573136,-0.410987693639,-0.841055995966,-0.314430532667
9500000000.0,-0.843988043005,-0.311014506709,0.150908958118,-0.4087032557,0.150908958118,-0.4087032557,-0.843988043005,-0.311014506709
9600000000.0,-0.846846312724,-0.307620547083,0.147937495945,-0.406444028183,0.147937495945,-0.406444028183,-0.846846312724,-0.307620547083
9700000000.0,-0.849632964042,-0.304248848781,0.145036012797,-0.404210240345,0.145036012797,-0.404210240345,-0.849632964042,-0.304248848781
9800000000.0,-0.852350084463,-0.300899566871,0.142202406031,-0.402002081826,0.142202406031,-0.402002081826,-0.852350084463,-0.300899566871
9900000000.0,-0.854999692391,-0.297572819505,0.13943464187,-0.39981970567,0.13943464187,-0.39981970567,-0.854999692391,-0.297572819505
10000000000.0,-0.857583739382,-0.294268690718,0.136730753139,-0.397663231124,0.136730753139,-0.397663231124,-0.857583739382,-0.294268690718
