freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
1900000000.0,-0.000557728518134,-0.0183992859749,0.998927766908,-0.0376962041263,0.998927766908,-0.0376962041263,-0.000557728518134,-0.0183992859749
2000000000.0,-0.000634086498016,-0.01936904186,0.99883069507,-0.0396837335725,0.99883069507,-0.0396837335725,-0.000634086498016,-0.01936904186
2100000000.0,-0.000714337990472,-0.0203388713239,0.998728695956,-0.0416716162193,0.998728695956,-0.0416716162193,-0.000714337990472,-0.0203388713239
2200000000.0,-0.000798485582073,-0.0213087598838,0.998621764908,-0.0436598454019,0.998621764908,-0.0436598454019,-0.000798485582073,-0.0213087598838
2300000000.0,-0.000886531845571,-0.0222786923864,0.998509897373,-0.0456484136234,0.998509897373,-0.0456484136234,-0.000886531845571,-0.0222786923864
2400000000.0,-0.000978479323226,-0.0232486530471,0.998393088895,-0.0476373126039,0.998393088895,-0.0476373126039,-0.000978479323226,-0.0232486530471
2500000000.0,-0.00107433051236,-0.0242186254858,0.99827133512,-0.049626533327,0.99827133512,-0.049626533327,-0.00107433051236,-0.0242186254858
2600000000.0,-0.0011740878527,-0.0251885927598,0.99814463179,-0.051616066081,0.99814463179,-0.051616066081,-0.0011740878527,-0.0251885927598
2700000000.0,-0.00127775371517,-0.0261585373949,0.998012974754,-0.0536059004983,0.998012974754,-0.0536059004983,-0.00127775371517,-0.0261585373949
2800000000.0,-0.00138533039193,-0.0271284414135,0.99787635996,-0.0555960255906,0.99787635996,-0.0555960255906,-0.00138533039193,-0.0271284414135
2900000000.0,-0.00149682008745,-0.0280982863617,0.997734783467,-0.0575864297822,0.997734783467,-0.0575864297822,-0.00149682008745,-0.0280982863617
3000000000.0,-0.00161222491045,-0.0290680533337,0.997588241438,-0.0595771009413,0.997588241438,-0.0595771009413,-0.00161222491045,-0.0290680533337
3100000000.0,-0.00173154686658,-0.0300377229957,0.99743673015,-0.0615680264087,0.99743673015,-0.0615680264087,-0.00173154686658,-0.0300377229957
3200000000.0,-0.00185478785176,-0.0310072756074,0.997280245993,-0.0635591930249,0.997280245993,-0.0635591930249,-0.00185478785176,-0.0310072756074
3300000000.0,-0.00198194964613,-0.0319766910433,0.997118785474,-0.0655505871554,0.997118785474,-0.0655505871554,-0.00198194964613,-0.0319766910433
3400000000.0,-0.00211303390844,-0.0329459488117,0.996952345217,-0.0675421947149,0.996952345217,-0.0675421947149,-0.00211303390844,-0.0329459488117
3500000000.0,-0.00224804217093,-0.0339150280736,0.996780921972,-0.0695340011895,0.996780921972,-0.0695340011895,-0.00224804217093,-0.0339150280736
3600000000.0,-0.00238697583463,-0.0348839076601,0.996604512608,-0.0715259916582,0.996604512608,-0.0715259916582,-0.00238697583463,-0.0348839076601
3700000000.0,-0.00252983616493,-0.0358525660891,0.996423114127,-0.073518150813,0.996423114127,-0.073518150813,-0.00252983616493,-0.0358525660891
3800000000.0,-0.0026766242876,-0.036820981581,0.996236723655,-0.0755104629778,0.996236723655,-0.0755104629778,-0.0026766242876,-0.036820981581
3900000000.0,-0.00282734118501,-0.037789132074,0.996045338452,-0.0775029121265,0.996045338452,-0.0775029121265,-0.00282734118502,-0.037789132074
4000000000.0,-0.00298198769267,-0.0387569952382,0.995848955913,-0.0794954819004,0.995848955913,-0.0794954819004,-0.00298198769267,-0.0387569952382
4100000000.0,-0.003140564496,-0.0397245484894,0.995647573568,-0.0814881556245,0.995647573568,-0.0814881556245,-0.003140564496,-0.0397245484894
4200000000.0,-0.00330307212733,-0.0406917690021,0.995441189084,-0.0834809163226,0.995441189084,-0.0834809163226,-0.00330307212733,-0.0406917690021
4300000000.0,-0.00346951096312,-0.0416586337221,0.99522980027,-0.0854737467326,0.99522980027,-0.0854737467326,-0.00346951096312,-0.0416586337221
4400000000.0,-0.0036398812214,-0.0426251193785,0.995013405077,-0.0874666293207,0.995013405077,-0.0874666293207,-0.0036398812214,-0.0426251193785
4500000000.0,-0.0038141829593,-0.0435912024947,0.994792001597,-0.0894595462945,0.994792001597,-0.0894595462945,-0.0038141829593,-0.0435912024947
4600000000.0,-0.0039924160709,-0.0445568594002,0.994565588071,-0.0914524796161,0.994565588071,-0.0914524796161,-0.0039924160709,-0.0445568594002
4700000000.0,-0.00417458028509,-0.0455220662401,0.994334162884,-0.0934454110147,0.994334162884,-0.0934454110147,-0.00417458028509,-0.0455220662401
4800000000.0,-0.00436067516368,-0.0464867989861,0.994097724573,-0.095438321998,0.994097724573,-0.095438321998,-0.00436067516368,-0.0464867989861
4900000000.0,-0.00455070009959,-0.0474510334457,0.99385627182,-0.0974311938638,0.99385627182,-0.0974311938638,-0.00455070009959,-0.0474510334457
5000000000.0,-0.00474465431523,-0.0484147452716,0.993609803462,-0.0994240077111,0.993609803462,-0.0994240077111,-0.00474465431523,-0.0484147452716
5100000000.0,-0.00494253686096,-0.0493779099709,0.993358318487,-0.10141674445,0.993358318487,-0.10141674445,-0.00494253686096,-0.0493779099709
5200000000.0,-0.00514434661367,-0.0503405029134,0.993101816036,-0.103409384812,0.993101816036,-0.103409384812,-0.00514434661367,-0.0503405029134
5300000000.0,-0.00535008227548,-0.0513024993401,0.992840295404,-0.10540190936,0.992840295404,-0.10540190936,-0.00535008227548,-0.0513024993401
5400000000.0,-0.00555974237256,-0.0522638743713,0.992573756045,-0.107394298496,0.992573756045,-0.107394298496,-0.00555974237256,-0.0522638743713
5500000000.0,-0.00577332525406,-0.053224603014,0.992302197564,-0.109386532473,0.992302197564,-0.109386532473,-0.00577332525406,-0.053224603014
5600000000.0,-0.00599082909102,-0.0541846601699,0.992025619727,-0.111378591402,0.992025619727,-0.111378591402,-0.00599082909102,-0.0541846601699
5700000000.0,-0.00621225187558,-0.0551440206419,0.991744022456,-0.113370455257,0.991744022456,-0.113370455257,-0.00621225187558,-0.0551440206419
5800000000.0,-0.00643759142009,-0.0561026591418,0.991457405832,-0.115362103888,0.991457405832,-0.115362103888,-0.00643759142009,-0.0561026591418
5900000000.0,-0.00666684535634,-0.0570605502962,0.991165770096,-0.117353517029,0.991165770096,-0.117353517029,-0.00666684535634,-0.0570605502962
6000000000.0,-0.00690001113497,-0.0580176686537,0.990869115648,-0.119344674298,0.990869115648,-0.119344674298,-0.00690001113497,-0.0580176686537
6100000000.0,-0.00713708602483,-0.0589739886909,0.990567443047,-0.121335555214,0.990567443047,-0.121335555214,-0.00713708602483,-0.0589739886909
6200000000.0,-0.00737806711248,-0.0599294848182,0.990260753015,-0.123326139196,0.990260753015,-0.123326139196,-0.00737806711248,-0.0599294848182
6300000000.0,-0.00762295130173,-0.0608841313863,0.989949046432,-0.125316405574,0.989949046432,-0.125316405574,-0.00762295130173,-0.0608841313863
6400000000.0,-0.00787173531323,-0.0618379026912,0.989632324342,-0.127306333595,0.989632324342,-0.127306333595,-0.00787173531323,-0.0618379026912
6500000000.0,-0.00812441568421,-0.0627907729802,0.989310587949,-0.129295902427,0.989310587949,-0.129295902427,-0.00812441568421,-0.0627907729802
6600000000.0,-0.00838098876813,-0.063742716457,0.988983838618,-0.131285091166,0.988983838618,-0.131285091166,-0.00838098876813,-0.063742716457
6700000000.0,-0.00864145073454,-0.064693707287,0.988652077878,-0.133273878844,0.988652077878,-0.133273878844,-0.00864145073454,-0.064693707287
6800000000.0,-0.00890579756891,-0.0656437196022,0.988315307417,-0.135262244433,0.988315307417,-0.135262244433,-0.00890579756891,-0.0656437196022
6900000000.0,-0.00917402507247,-0.0665927275062,0.987973529088,-0.137250166848,0.987973529088,-0.137250166848,-0.00917402507247,-0.0665927275062
7000000000.0,-0.00944612886225,-0.0675407050788,0.987626744904,-0.139237624957,0.987626744904,-0.139237624957,-0.00944612886225,-0.0675407050788
7100000000.0,-0.009722104371,-0.0684876263809,0.98727495704,-0.141224597581,0.98727495704,-0.141224597581,-0.009722104371,-0.0684876263809
7200000000.0,-0.0100019468473,-0.0694334654583,0.986918167833,-0.143211063506,0.986918167833,-0.143211063506,-0.0100019468473,-0.0694334654583
7300000000.0,-0.0102856513555,-0.0703781963469,0.986556379783,-0.145197001478,0.986556379783,-0.145197001478,-0.0102856513555,-0.0703781963469
7400000000.0,-0.0105732127761,-0.0713217930761,0.986189595549,-0.147182390218,0.986189595549,-0.147182390218,-0.0105732127761,-0.0713217930761
7500000000.0,-0.0108646258057,-0.0722642296736,0.985817817953,-0.149167208418,0.985817817953,-0.149167208418,-0.0108646258057,-0.0722642296736
7600000000.0,-0.0111598849573,-0.0732054801687,0.985441049978,-0.151151434751,0.985441049978,-0.151151434751,-0.0111598849573,-0.0732054801687
7700000000.0,-0.0114589845605,-0.0741455185968,0.985059294767,-0.153135047873,0.985059294767,-0.153135047873,-0.0114589845605,-0.0741455185968
7800000000.0,-0.011761918762,-0.0750843190027,0.984672555625,-0.155118026427,0.984672555625,-0.155118026427,-0.011761918762,-0.0750843190027
7900000000.0,-0.0120686815255,-0.0760218554447,0.984280836015,-0.157100349047,0.984280836015,-0.157100349047,-0.0120686815255,-0.0760218554447
8000000000.0,-0.0123792666324,-0.0769581019978,0.983884139562,-0.159081994363,0.983884139562,-0.159081994363,-0.0123792666324,-0.0769581019978
8100000000.0,-0.0126936676823,-0.0778930327573,0.983482470049,-0.161062941003,0.983482470049,-0.161062941003,-0.0126936676823,-0.0778930327573
8200000000.0,-0.0130118780928,-0.0788266218423,0.983075831417,-0.163043167599,0.983075831417,-0.163043167599,-0.0130118780928,-0.0788266218423
8300000000.0,-0.0133338911007,-0.0797588433991,0.982664227767,-0.165022652788,0.982664227767,-0.165022652788,-0.0133338911007,-0.0797588433991
8400000000.0,-0.0136596997621,-0.0806896716039,0.982247663359,-0.167001375217,0.982247663359,-0.167001375217,-0.0136596997621,-0.0806896716039
8500000000.0,-0.0139892969529,-0.0816190806667,0.981826142607,-0.168979313547,0.981826142607,-0.168979313547,-0.0139892969529,-0.0816190806667
8600000000.0,-0.0143226753694,-0.0825470448339,0.981399670085,-0.170956446455,0.981399670085,-0.170956446455,-0.0143226753694,-0.0825470448339
8700000000.0,-0.014659827529,-0.0834735383913,0.980968250522,-0.172932752637,0.980968250522,-0.172932752637,-0.014659827529,-0.0834735383913
8800000000.0,-0.0150007457705,-0.0843985356672,0.980531888802,-0.174908210811,0.980531888802,-0.174908210811,-0.0150007457705,-0.0843985356672
8900000000.0,-0.0153454222551,-0.0853220110353,0.980090589965,-0.176882799723,0.980090589965,-0.176882799723,-0.0153454222551,-0.0853220110353
9000000000.0,-0.0156938489666,-0.0862439389174,0.979644359205,-0.178856498146,0.979644359205,-0.178856498146,-0.0156938489666,-0.0862439389174
9100000000.0,-0.0160460177125,-0.0871642937858,0.97919320187,-0.180829284884,0.97919320187,-0.180829284884,-0.0160460177125,-0.0871642937858
9200000000.0,-0.0164019201245,-0.0880830501668,0.978737123462,-0.182801138778,0.978737123462,-0.182801138778,-0.0164019201245,-0.0880830501668
9300000000.0,-0.0167615476592,-0.0890001826425,0.978276129632,-0.184772038702,0.978276129632,-0.184772038702,-0.0167615476592,-0.0890001826425
9400000000.0,-0.0171248915987,-0.0899156658538,0.977810226187,-0.186741963574,0.977810226187,-0.186741963574,-0.0171248915987,-0.0899156658538
9500000000.0,-0.0174919430518,-0.0908294745026,0.97733941908,-0.18871089235,0.97733941908,-0.18871089235,-0.0174919430518,-0.0908294745026
9600000000.0,-0.0178626929544,-0.0917415833546,0.976863714419,-0.190678804035,0.976863714419,-0.190678804035,-0.0178626929544,-0.0917415833546
9700000000.0,-0.0182371320704,-0.0926519672413,0.976383118456,-0.192645677678,0.976383118456,-0.192645677678,-0.0182371320704,-0.0926519672413
9800000000.0,-0.0186152509924,-0.0935606010629,0.975897637597,-0.19461149238,0.975897637597,-0.19461149238,-0.0186152509924,-0.0935606010629
9900000000.0,-0.018997040143,-0.0944674597898,0.97540727839,-0.196576227292,0.97540727839,-0.196576227292,-0.018997040143,-0.0944674597898
10000000000.0,-0.0193824897751,-0.0953725184655,0.974912047533,-0.19853986162,0.974912047533,-0.19853986162,-0.0193824897751,-0.0953725184655
